tau,w_c,v_c
  2.8559999999999999E+00, -3.3351087276541895E-02, -2.9167762444336076E-01
  2.8639999999999999E+00, -3.5602461175418834E-02, -2.7284076188615058E-01
  2.8719999999999999E+00, -3.7597426569240026E-02, -2.0473612390687027E-01
  2.8799999999999999E+00, -3.8591580351335503E-02, -4.8130763980079067E-02
  2.8879999999999999E+00, -3.8832298760073158E-02, -4.4479054133543208E-02
  2.8959999999999999E+00, -3.9393435594505290E-02, -7.7266135822032803E-02
  2.9039999999999999E+00, -3.9868967043071211E-02, -4.8308311826236641E-02
  2.9119999999999999E+00, -4.0349553420090313E-02, -7.1100845016852807E-02
  2.9199999999999999E+00, -4.0845661130603748E-02, -5.1735694581803764E-02
  2.9279999999999999E+00, -4.1448707752920574E-02, -1.1715577688178430E-01
  2.9359999999999999E+00, -4.2585931979614064E-02, -1.3628901711631392E-01
  2.9440000000000000E+00, -4.3364308059092603E-02, -7.4746554079865385E-02
  2.9520000000000000E+00, -4.4329028639850061E-02, -1.9038124044239846E-01
  2.9600000000000000E+00, -4.6292299036515119E-02, -2.7157157264665926E-01
  2.9680000000000000E+00, -4.8294189588439132E-02, -2.1937703819577903E-01
  2.9760000000000000E+00, -4.9818211818217939E-02, -1.6754149372786378E-01
  2.9840000000000000E+00, -5.1087823393817684E-02, -1.5673064968363454E-01
  2.9920000000000000E+00, -5.2397728130784610E-02, -1.7350626380567041E-01
  3.0000000000000000E+00, -5.3933834307443695E-02, -2.1572788447407903E-01
  3.0080000000000000E+00, -5.5828625979193677E-02, -2.4791539657765019E-01
  3.0160000000000000E+00, -5.7767630819269292E-02, -2.4029957081947900E-01
  3.0240000000000000E+00, -5.9875522418506556E-02, -2.9457229607788016E-01
  3.0320000000000000E+00, -6.2346763527154798E-02, -3.0822484032914121E-01
  3.0400000000000000E+00, -6.4817973724402941E-02, -3.2638222506178832E-01
  3.0480000000000000E+00, -6.7684559530767754E-02, -3.7374026524331433E-01
  3.0560000000000000E+00, -7.0406070697209555E-02, -2.9946050841048055E-01
  3.0640000000000001E+00, -7.2803605928030785E-02, -3.2735246664500833E-01
  3.0720000000000001E+00, -7.5660407338053556E-02, -3.6272535260250666E-01
  3.0800000000000001E+00, -7.8339344663022156E-02, -3.1431518867623753E-01
  3.0880000000000001E+00, -8.1005278804592309E-02, -3.6429456516255093E-01
  3.0960000000000001E+00, -8.4086299296047620E-02, -3.9351838429737074E-01
  3.1040000000000001E+00, -8.7174383938438141E-02, -3.7171144834925951E-01
  3.1120000000000001E+00, -8.9835059883253715E-02, -2.8056558412945526E-01
  3.1200000000000001E+00, -9.1682758681822227E-02, -1.9788749492523103E-01
  3.1280000000000001E+00, -9.3268687683862830E-02, -2.0611726304195616E-01
  3.1360000000000001E+00, -9.5007217687932910E-02, -2.3158306922585581E-01
  3.1440000000000001E+00, -9.7021011323240772E-02, -2.6717071662985364E-01
  3.1520000000000001E+00, -9.9092336668014536E-02, -2.4264620042063142E-01
  3.1600000000000001E+00, -1.0099650947025396E-01, -2.4540106623931884E-01
  3.1680000000000001E+00, -1.0302867060802225E-01, -2.5250020540602974E-01
  3.1760000000000002E+00, -1.0503252480211482E-01, -2.6698808081185976E-01
  3.1840000000000002E+00, -1.0761811611270418E-01, -3.7983652412824992E-01
  3.1920000000000002E+00, -1.1074965957519070E-01, -3.7778292269380714E-01
  3.2000000000000002E+00, -1.1364042052469427E-01, -3.6350743389239060E-01
  3.2080000000000002E+00, -1.1672260838482146E-01, -3.9507118780443623E-01
  3.2160000000000002E+00, -1.1958550888323109E-01, -3.0182201077579907E-01
  3.2240000000000002E+00, -1.2148846891971600E-01, -1.8058220213057000E-01
  3.2320000000000002E+00, -1.2263773673762134E-01, -1.1942289130307703E-01
  3.2400000000000002E+00, -1.2359365447879439E-01, -1.2583724975878058E-01
  3.2480000000000002E+00, -1.2459865369477190E-01, -1.1732264396324367E-01
  3.2559999999999998E+00, -1.2542397820990481E-01, -9.2716246325258669E-02
  3.2639999999999998E+00, -1.2617962051939696E-01, -1.0400049476033990E-01
  3.2719999999999998E+00, -1.2727690233890182E-01, -1.8201890235830104E-01
  3.2799999999999998E+00, -1.2900133953043777E-01, -2.1968901561641038E-01
  3.2879999999999998E+00, -1.3026948443589245E-01, -8.6946998133754727E-02
  3.2959999999999998E+00, -1.3076222491643819E-01, -7.1714982433023836E-02
  3.3039999999999998E+00, -1.3156447409392219E-01, -1.0910297651134274E-01
  3.3119999999999998E+00, -1.3225680721585667E-01, -7.1849970915788861E-02
  3.3199999999999998E+00, -1.3299902443710263E-01, -1.1593238696005424E-01
  3.3279999999999998E+00, -1.3375374529679376E-01, -4.7122205764391918E-02
  3.3359999999999999E+00, -1.3377289014286928E-01,  1.8807459726858072E-02
  3.3439999999999999E+00, -1.3367229259859098E-01,  1.4283911656652951E-02
  3.3519999999999999E+00, -1.3335551113936003E-01,  6.1679399579588845E-02
  3.3599999999999999E+00, -1.3298364841168125E-01,  1.3796928382525364E-02
  3.3679999999999999E+00, -1.3316042206350162E-01, -5.0323839733151715E-02
  3.3759999999999999E+00, -1.3376092013952626E-01, -1.0371580464082024E-01
  3.3839999999999999E+00, -1.3476236680809955E-01, -1.3090961302434714E-01
  3.3919999999999999E+00, -1.3556143783458940E-01, -5.7902750687139452E-02
  3.3999999999999999E+00, -1.3572625240797478E-01,  2.7058164888063858E-03
  3.4079999999999999E+00, -1.3585398863721801E-01, -5.6753159470333686E-02
  3.4159999999999999E+00, -1.3676269037972746E-01, -1.5660391176838706E-01
  3.4239999999999999E+00, -1.3795047810603217E-01, -1.2220148592360806E-01
  3.4319999999999999E+00, -1.3881442204852251E-01, -1.1489669757493060E-01
  3.4399999999999999E+00, -1.3992459884208400E-01, -1.5085370954783425E-01
  3.4480000000000000E+00, -1.4098208727232617E-01, -1.0937927546481968E-01
  3.4560000000000000E+00, -1.4175780312034106E-01, -8.5849247598057690E-02
  3.4640000000000000E+00, -1.4221636968055698E-01, -2.0836800580923048E-02
  3.4720000000000000E+00, -1.4219066986762702E-01,  1.2885593954098631E-02
  3.4800000000000000E+00, -1.4205232239512486E-01,  3.4183310292749292E-02
  3.4880000000000000E+00, -1.4148374992657217E-01,  1.0302910447441929E-01
  3.4960000000000000E+00, -1.4064547806043498E-01,  9.4963777846016242E-02
  3.5040000000000000E+00, -1.3995287122141206E-01,  8.4847530573337646E-02
  3.5120000000000000E+00, -1.3924725143883987E-01,  9.0766530586344332E-02
  3.5200000000000000E+00, -1.3849299117521646E-01,  9.7838596466404359E-02
  3.5280000000000000E+00, -1.3775412221715261E-01,  8.1868548799819099E-02
  3.5360000000000000E+00, -1.3709091586768613E-01,  9.9087734558008123E-02
  3.5440000000000000E+00, -1.3610817211306359E-01,  1.2786678285950931E-01
  3.5520000000000000E+00, -1.3545302329436495E-01,  2.8493045505750339E-02
  3.5600000000000001E+00, -1.3527453509256068E-01,  5.2001349371762803E-02
  3.5680000000000001E+00, -1.3442037360673820E-01,  1.4744524837508838E-01
  3.5760000000000001E+00, -1.3313985264235262E-01,  1.7360238745655626E-01
  3.5840000000000001E+00, -1.3157445697459222E-01,  2.0796966066873543E-01
  3.5920000000000001E+00, -1.3016331839022705E-01,  1.3149605152740138E-01
  3.6000000000000001E+00, -1.2926160190670363E-01,  1.2023003453875550E-01
  3.6080000000000001E+00, -1.2814070476413594E-01,  1.4004681007763173E-01
  3.6160000000000001E+00, -1.2734508536291617E-01,  5.8700439128874023E-02
  3.6240000000000001E+00, -1.2689741004826768E-01,  7.3416734360237657E-02
  3.6320000000000001E+00, -1.2611574001977874E-01,  1.1243091388228606E-01
  3.6400000000000001E+00, -1.2521215544165068E-01,  1.1410317879342113E-01
  3.6480000000000001E+00, -1.2421168795808589E-01,  1.4061552288052581E-01
  3.6560000000000001E+00, -1.2296067073282121E-01,  1.6649524643802804E-01
  3.6640000000000001E+00, -1.2168220238068417E-01,  1.4858640530654013E-01
  3.6720000000000002E+00, -1.2046899477126657E-01,  1.6925311909234500E-01
  3.6800000000000002E+00, -1.1892420653445972E-01,  2.0095273666762059E-01
  3.6880000000000002E+00, -1.1757804518134150E-01,  1.3051141640737463E-01
  3.6960000000000002E+00, -1.1654923494855202E-01,  1.5230127587084127E-01
  3.7040000000000002E+00, -1.1499424247380259E-01,  2.3023341663315089E-01
  3.7120000000000002E+00, -1.1289648336646636E-01,  3.0156366091711589E-01
  3.7200000000000002E+00, -1.1019660212239488E-01,  3.5024085259505194E-01
  3.7280000000000002E+00, -1.0775444796570681E-01,  2.5206151814989569E-01
  3.7360000000000002E+00, -1.0574654441639093E-01,  2.8971663986159762E-01
  3.7440000000000002E+00, -1.0290960451040473E-01,  3.9979049329169536E-01
  3.7519999999999998E+00, -9.9746335881132325E-02,  3.8175213644789224E-01
  3.7599999999999998E+00, -9.6705397155481126E-02,  3.8529075468411322E-01
  3.7679999999999998E+00, -9.3631578202673427E-02,  3.7481773704265686E-01
  3.7759999999999998E+00, -9.0829349342025675E-02,  3.1590963179737758E-01
  3.7839999999999998E+00, -8.8803534846720336E-02,  1.7996764609311652E-01
  3.7919999999999998E+00, -8.7835587513565044E-02,  8.5415052961157881E-02
  3.7999999999999998E+00, -8.7097433633787358E-02,  1.0862274063543650E-01
  3.8079999999999998E+00, -8.6050462783403614E-02,  1.5755763342051934E-01
  3.8159999999999998E+00, -8.4529336944968031E-02,  2.1501923884843849E-01
  3.8239999999999998E+00, -8.2890208195744816E-02,  1.8130864902640317E-01
  3.8319999999999999E+00, -8.1549169950145439E-02,  1.6962911848720846E-01
  3.8399999999999999E+00, -8.0123305457034846E-02,  1.7399787705323960E-01
  3.8479999999999999E+00, -7.8904655287913239E-02,  1.3948248966462462E-01
  3.8559999999999999E+00, -7.7632952142353218E-02,  1.8215416884765573E-01
  3.8639999999999999E+00, -7.6269607135937570E-02,  1.3612305321011392E-01
  3.8719999999999999E+00, -7.5469820047993796E-02,  8.4636264271328601E-02
  3.8799999999999999E+00, -7.4624888047813462E-02,  1.2765068128955528E-01
  3.8879999999999999E+00, -7.3634882403786961E-02,  1.0507809821309791E-01
  3.8959999999999999E+00, -7.3036259944117388E-02,  4.7122725474241560E-02
  3.9039999999999999E+00, -7.2762612644492866E-02,  3.1891503554304861E-02
  3.9119999999999999E+00, -7.2389784261330803E-02,  6.3047127630541377E-02
  3.9199999999999999E+00, -7.1817246732207254E-02,  7.7645797016989468E-02
  3.9279999999999999E+00, -7.1063519071839040E-02,  1.1834918366016700E-01
  3.9359999999999999E+00, -6.9945711864731253E-02,  1.5240264101911036E-01
  3.9440000000000000E+00, -6.8646495715942515E-02,  1.8227345121804139E-01
  3.9520000000000000E+00, -6.6964405010596945E-02,  2.2268924725894843E-01
  3.9600000000000000E+00, -6.5494246307280832E-02,  1.3305137672339598E-01
  3.9680000000000000E+00, -6.4525530042611953E-02,  1.4301267013167249E-01
  3.9760000000000000E+00, -6.3045544958704181E-02,  2.0784469613139506E-01
  3.9840000000000000E+00, -6.1453845701928966E-02,  1.9973960156225018E-01
  3.9920000000000000E+00, -5.9474426950981006E-02,  3.0312516960200775E-01
  4.0000000000000000E+00, -5.7015369961515211E-02,  2.7115161038086411E-01
  4.0080000000000000E+00, -5.5395964822316471E-02,  1.4761310620577006E-01
  4.0160000000000000E+00, -5.4342381313639825E-02,  1.2400024319659263E-01
  4.0240000000000000E+00, -5.3420714572988214E-02,  1.0843421162624330E-01
  4.0320000000000000E+00, -5.2503676780651473E-02,  1.2258888932365418E-01
  4.0400000000000000E+00, -5.1586133668802922E-02,  9.8056101778215429E-02
  4.0480000000000000E+00, -5.0863785837813140E-02,  9.8619388263487998E-02
  4.0560000000000000E+00, -4.9800999666336200E-02,  1.6962892457548109E-01
  4.0640000000000001E+00, -4.8246539524155960E-02,  2.0907474031738124E-01
  4.0720000000000001E+00, -4.6595407957693742E-02,  2.0028959530365018E-01
  4.0800000000000001E+00, -4.4891992367608442E-02,  2.4667711285693508E-01
  4.0880000000000001E+00, -4.2425167607134037E-02,  3.6156772836733386E-01
  4.0960000000000001E+00, -3.9568241355860269E-02,  3.2352677958162773E-01
  4.1040000000000001E+00, -3.7313054589441480E-02,  2.5813265752199954E-01
  4.1120000000000001E+00, -3.5221188395317737E-02,  2.6292575620699959E-01
  4.1200000000000001E+00, -3.3211347606869335E-02,  2.4122077077090967E-01
  4.1280000000000001E+00, -3.1240530414428563E-02,  2.5132281872004514E-01
  4.1360000000000001E+00, -2.9426434347185667E-02,  1.8479694547799769E-01
  4.1440000000000001E+00, -2.8288010720316975E-02,  1.1601524210868130E-01
  4.1520000000000001E+00, -2.7328369865161354E-02,  1.3015541054184560E-01
  4.1600000000000001E+00, -2.6150685186695652E-02,  1.7114694714191359E-01
  4.1680000000000001E+00, -2.4498544103122893E-02,  2.3857995499146911E-01
  4.1760000000000002E+00, -2.2518230666095509E-02,  2.4577135819796778E-01
  4.1840000000000002E+00, -2.0614472310759201E-02,  2.2983055869336524E-01
  4.1920000000000002E+00, -1.8921350628589628E-02,  1.8714845707205224E-01
  4.2000000000000002E+00, -1.7610595260897827E-02,  1.4483307025525177E-01
  4.2080000000000002E+00, -1.6692506318502279E-02,  6.9165014907116962E-02
  4.2160000000000002E+00, -1.6554978293961506E-02, -1.1821211047423640E-02
  4.2240000000000002E+00, -1.6341604013373274E-02,  8.1180095344018072E-02
  4.2320000000000002E+00, -1.5592951585632269E-02,  6.6244189627710795E-02
  4.2400000000000002E+00, -1.5536458737015139E-02, -3.5596351666434267E-02
  4.2480000000000002E+00, -1.5816181287743345E-02, -2.8818768537306728E-02
  4.2560000000000002E+00, -1.6112438718978335E-02, -4.6815303949675757E-02
  4.2640000000000002E+00, -1.6374348464554943E-02, -7.9166576328948829E-03
  4.2720000000000002E+00, -1.6382304138997612E-02, -1.5318378089040068E-02
  4.2800000000000002E+00, -1.6713270464286497E-02, -5.0104213774595410E-02
  4.2880000000000003E+00, -1.6840700531605923E-02,  2.5454136398223144E-02
  4.2960000000000003E+00, -1.6475909725582681E-02,  5.0389059842706876E-02
  4.3040000000000003E+00, -1.6094488112219203E-02,  5.2394546031315319E-02
  4.3120000000000003E+00, -1.5511429192914004E-02,  9.5730093081638823E-02
  4.3200000000000003E+00, -1.4642754120339989E-02,  1.1175129798282010E-01
  4.3280000000000003E+00, -1.3804666569960315E-02,  1.0487267755778829E-01
  4.3360000000000003E+00, -1.2654111671413854E-02,  2.0258419637476677E-01
  4.3440000000000003E+00, -1.0572482509961132E-02,  2.9589575458244405E-01
  4.3520000000000003E+00, -8.2384830356997483E-03,  2.8598634085152497E-01
  4.3600000000000003E+00, -5.8198655053750513E-03,  3.2293827212475329E-01
  4.3680000000000003E+00, -3.3218368682253556E-03,  2.7880269228422067E-01
  4.3760000000000003E+00, -1.4367425293054445E-03,  2.0556683768787584E-01
  4.3840000000000003E+00,  1.0010360967023253E-04,  1.7308776143695015E-01
  4.3920000000000003E+00,  1.2957605467072222E-03,  1.4365643149685259E-01
  4.4000000000000004E+00,  2.8915856409303759E-03,  2.7406230453843339E-01
  4.4080000000000004E+00,  5.4347471535545104E-03,  3.2446707244356443E-01
  4.4160000000000004E+00,  7.7133444245519973E-03,  2.4716401848078273E-01
  4.4240000000000004E+00,  9.5715792198848362E-03,  2.2303437464262632E-01
  4.4320000000000004E+00,  1.1262014843384169E-02,  2.0059040075070392E-01
  4.4400000000000004E+00,  1.2886040446315047E-02,  2.1057405172641697E-01
  4.4480000000000004E+00,  1.4603545011004032E-02,  2.1508358716591938E-01
  4.4560000000000004E+00,  1.6334286385919425E-02,  2.1797663228074673E-01
  4.4640000000000004E+00,  1.7964197307329739E-02,  1.7703089544785525E-01
  4.4720000000000004E+00,  1.9141708433577639E-02,  1.2955398509760765E-01
  4.4800000000000004E+00,  2.0182597749140604E-02,  1.2423197229858100E-01
  4.4880000000000004E+00,  2.0894352097512048E-02,  4.8537659647017929E-02
  4.4960000000000004E+00,  2.1193318002869051E-02,  4.7930110451051007E-02
  4.5039999999999996E+00,  2.1759984820688184E-02,  8.4533227430444849E-02
  4.5119999999999996E+00,  2.2454880304282381E-02,  9.3797537723697283E-02
  4.5199999999999996E+00,  2.3286289709015282E-02,  1.0167397956007604E-01
  4.5279999999999996E+00,  2.3810905029581927E-02,  2.6679190066114692E-02
  4.5359999999999996E+00,  2.4037929212632266E-02,  5.7645866461886387E-02
  4.5439999999999996E+00,  2.4810553476988635E-02,  1.1337118233971490E-01
  4.5519999999999996E+00,  2.5417051364499284E-02,  2.4290392082880044E-02
  4.5599999999999996E+00,  2.5314773578097277E-02, -2.8068054120107121E-02
  4.5679999999999996E+00,  2.5333608432737180E-02,  4.8958421992854266E-02
  4.5759999999999996E+00,  2.6119783877833935E-02,  1.3400560182366503E-01
  4.5839999999999996E+00,  2.7217107166017204E-02,  1.3231092481898454E-01
  4.5919999999999996E+00,  2.8270079551670914E-02,  1.3321746187738009E-01
  4.5999999999999996E+00,  2.9227890454839162E-02,  9.4955270364851310E-02
  4.6079999999999997E+00,  2.9792726413282466E-02,  5.7000656055797308E-02
  4.6159999999999997E+00,  3.0165745552935143E-02,  2.0732949128468077E-02
  4.6239999999999997E+00,  2.9893841700673666E-02, -8.1921850536808283E-02
  4.6319999999999997E+00,  2.9282527607060269E-02, -4.8908987682772048E-02
  4.6399999999999997E+00,  2.8958693369249635E-02, -6.2405771807797605E-02
  4.6479999999999997E+00,  2.8101509221184401E-02, -1.3263532415511059E-01
  4.6559999999999997E+00,  2.7207080129071238E-02, -8.9212841331594961E-02
  4.6639999999999997E+00,  2.6389237759506058E-02, -1.2708618843736283E-01
  4.6719999999999997E+00,  2.5442913212413199E-02, -7.6795471726801137E-02
  4.6799999999999997E+00,  2.5372877313711333E-02,  4.4567682383536797E-02
  4.6879999999999997E+00,  2.5792961605152664E-02,  4.7140598361400748E-02
  4.6959999999999997E+00,  2.6112006398468571E-02,  3.5132325865505257E-02
  4.7039999999999997E+00,  2.6362698836970518E-02,  2.9897177726658196E-02
  4.7119999999999997E+00,  2.6681049058921436E-02,  5.2575685499432742E-02
  4.7199999999999998E+00,  2.7094404636838321E-02,  3.7721919196669396E-02
  4.7279999999999998E+00,  2.7144117632663903E-02, -2.7402722506718012E-02
  4.7359999999999998E+00,  2.6675717275041460E-02, -8.5450219612790090E-02
  4.7439999999999998E+00,  2.5953299250536813E-02, -7.9107397504421126E-02
  4.7519999999999998E+00,  2.5535095248117350E-02, -3.2265334343111754E-02
  4.7599999999999998E+00,  2.5275212603847536E-02, -3.0844657480726654E-02
  4.7679999999999998E+00,  2.5310351785368026E-02,  5.4834782915982296E-02
  4.7759999999999998E+00,  2.6008159181020986E-02,  9.0853913556278545E-02
  4.7839999999999998E+00,  2.6457966882187229E-02,  2.5244128229760177E-02
  4.7919999999999998E+00,  2.6633164386954043E-02,  2.4605009661795997E-02
  4.7999999999999998E+00,  2.6738647191671561E-02, -5.8232267621833901E-03
  4.8079999999999998E+00,  2.6633459266766257E-02, -6.0215755356685299E-03
  4.8159999999999998E+00,  2.6765868164524198E-02,  3.7109525595506475E-02
  4.8239999999999998E+00,  2.7147240913962322E-02,  5.2389582965442362E-02
  4.8319999999999999E+00,  2.7409059266155784E-02, -6.2292688664189518E-03
  4.8399999999999999E+00,  2.6838518005261960E-02, -1.3283409363759072E-01
  4.8479999999999999E+00,  2.5557155660668150E-02, -1.6955628192083366E-01
  4.8559999999999999E+00,  2.4252270408629952E-02, -1.5499813638864876E-01
  4.8639999999999999E+00,  2.3099184317649662E-02, -1.3650941481378021E-01
  4.8719999999999999E+00,  2.1838030969131485E-02, -1.9637225309817252E-01
  4.8799999999999999E+00,  1.9999008311855890E-02, -2.3654900759948616E-01
  4.8879999999999999E+00,  1.8420654993251188E-02, -1.6296641600863615E-01
  4.8959999999999999E+00,  1.6915662632210584E-02, -2.3933901761738152E-01
  4.9039999999999999E+00,  1.4729698064779903E-02, -2.7303117049198872E-01
  4.9119999999999999E+00,  1.2881372796924920E-02, -1.9434745844549689E-01
  4.9199999999999999E+00,  1.1433100080668506E-02, -1.6617348091341880E-01
  4.9279999999999999E+00,  1.0423109537495760E-02, -8.1492214072957231E-02
  4.9359999999999999E+00,  9.8943284830373471E-03, -7.1712540002413616E-02
  4.9440000000000000E+00,  9.2222948684266056E-03, -8.2151429673222878E-02
  4.9520000000000000E+00,  8.7278374529691886E-03, -4.8946218595273865E-02
  4.9600000000000000E+00,  8.1599823192316460E-03, -1.0732313563860268E-01
  4.9680000000000000E+00,  6.9689033116109838E-03, -1.8511861988336439E-01
  4.9760000000000000E+00,  5.3029491535379657E-03, -2.2440521055140844E-01
  4.9840000000000000E+00,  3.5060514286867034E-03, -2.1628724839957564E-01
  4.9920000000000000E+00,  1.9882684088857587E-03, -1.5333728455092929E-01
  5.0000000000000000E+00,  1.1175128773211604E-03, -7.4358581313127267E-02
  5.0080000000000000E+00,  3.9531982742758238E-04, -1.3245181995301814E-01
  5.0160000000000000E+00, -1.0062707961575104E-03, -1.8933916770523213E-01
  5.0240000000000000E+00, -2.1818249536175436E-03, -1.0043124148206767E-01
  5.0320000000000000E+00, -2.9326627869102630E-03, -1.0823720548536007E-01
  5.0400000000000000E+00, -3.8742539821675459E-03, -1.0911137149575383E-01
  5.0480000000000000E+00, -4.5867787378290718E-03, -8.1540087730074359E-02
  5.0560000000000000E+00, -5.3685634547014048E-03, -1.1288775178285633E-01
  5.0640000000000001E+00, -6.3325091407100617E-03, -1.3722780427067482E-01
  5.0720000000000001E+00, -7.8904592731958347E-03, -2.6389036875282046E-01
  5.0800000000000001E+00, -1.0280561477137721E-02, -2.9754622186760232E-01
  5.0880000000000001E+00, -1.2288868313180032E-02, -2.0631029768266734E-01
  5.0960000000000001E+00, -1.3787877725321102E-02, -1.7777289961453882E-01
  5.1040000000000001E+00, -1.5157416369476776E-02, -1.6453551947653430E-01
  5.1120000000000001E+00, -1.6438148700587032E-02, -1.5398835731022120E-01
  5.1200000000000001E+00, -1.7553663595436527E-02, -1.2458319563415912E-01
  5.1280000000000001E+00, -1.8536406553981973E-02, -1.2623343318946439E-01
  5.1360000000000001E+00, -1.9453120626431192E-02, -8.8434631358449589E-02
  5.1440000000000001E+00, -1.9945336746469165E-02, -5.3322777116491728E-02
  5.1520000000000001E+00, -2.0579032781126719E-02, -1.0233267024895923E-01
  5.1600000000000001E+00, -2.1250939853305614E-02, -4.6198983763842925E-02
  5.1680000000000001E+00, -2.1316209975653463E-02,  1.8464907191474731E-02
  5.1760000000000002E+00, -2.0991377820225386E-02,  7.0905444382072358E-02
  5.1840000000000002E+00, -2.0168247667737924E-02,  1.2101693656487778E-01
  5.1920000000000002E+00, -1.9283632533118069E-02,  1.0030918895908761E-01
  5.2000000000000002E+00, -1.8356236241016118E-02,  1.4063280922765159E-01
  5.2080000000000002E+00, -1.7197642492958118E-02,  1.2702825292501280E-01
  5.2160000000000002E+00, -1.6491308282626189E-02,  5.7866926894780367E-02
  5.2240000000000002E+00, -1.5999491155151081E-02,  7.9180290918457963E-02
  5.2320000000000002E+00, -1.5182406705745588E-02,  1.1653391259057144E-01
  5.2400000000000002E+00, -1.4377212775894561E-02,  6.9204068788552564E-02
  5.2480000000000002E+00, -1.4144881985394162E-02, -1.3925036851600960E-03
  5.2560000000000002E+00, -1.4200005391801423E-02, -8.4798014037233502E-03
  5.2640000000000002E+00, -1.4344944421305919E-02, -2.6635594378643070E-02
  5.2720000000000002E+00, -1.4359098619969906E-02,  4.4005677004016988E-02
  5.2800000000000002E+00, -1.3662735390956119E-02,  1.0408597808721699E-01
  5.2880000000000003E+00, -1.3048326495660291E-02,  5.0866585421228523E-02
  5.2960000000000003E+00, -1.2577332741365433E-02,  7.6052299268070028E-02
  5.3040000000000003E+00, -1.2029767229638831E-02,  4.2978077708662951E-02
  5.3120000000000003E+00, -1.1840581283676736E-02,  2.3674742130334187E-02
  5.3200000000000003E+00, -1.1593452347042656E-02,  1.5461733430198514E-02
  5.3280000000000003E+00, -1.1951196364438503E-02, -1.0025869304033531E-01
  5.3360000000000003E+00, -1.2675141915069174E-02, -4.7207469239857636E-02
  5.3440000000000003E+00, -1.2685864054387585E-02,  1.8193306888597931E-02
  5.3520000000000003E+00, -1.2722380359693758E-02, -2.8021989002533391E-02
  5.3600000000000003E+00, -1.2924874621458773E-02, -8.9278932277269806E-03
  5.3680000000000003E+00, -1.2772734064000091E-02,  4.6332532915873095E-02
  5.3760000000000003E+00, -1.2292279950047467E-02,  5.9702608833876000E-02
  5.3840000000000003E+00, -1.2049853672254208E-02, -4.3116203069065700E-03
  5.3920000000000003E+00, -1.2198016245771872E-02, -1.3527682340490729E-02
  5.4000000000000004E+00, -1.2024594127121532E-02,  6.5424376167734222E-02
  5.4080000000000004E+00, -1.1078092376644132E-02,  1.6985359167506459E-01
  5.4160000000000004E+00, -9.5424465345968421E-03,  1.8801783652465331E-01
  5.4240000000000004E+00, -8.3460979590613930E-03,  1.1526650970172922E-01
  5.4320000000000004E+00, -7.4140413872308773E-03,  1.2990075540812895E-01
  5.4400000000000004E+00, -6.3755675501121108E-03,  1.1581718262860234E-01
  5.4480000000000004E+00, -5.5128766755447606E-03,  1.2014676105892427E-01
  5.4560000000000004E+00, -4.2402392257493522E-03,  1.9080770311876127E-01
  5.4640000000000004E+00, -2.7561235650776250E-03,  1.6744523658314822E-01
  5.4720000000000004E+00, -1.5413627309417189E-03,  1.4179606625652144E-01
  5.4800000000000004E+00, -5.4020066793991552E-04,  9.8872523884654992E-02
  5.4880000000000004E+00, -2.9590245040846297E-05,  3.2117653765242303E-02
  5.4960000000000004E+00,  8.0204946746526560E-05,  4.7662583310783433E-03
  5.5039999999999996E+00,  3.1249099420420292E-04,  7.5190950429468190E-02
  5.5119999999999996E+00,  1.4683552060934290E-03,  2.0631253547939238E-01
  5.5199999999999996E+00,  3.3321504894506223E-03,  2.4724370529601203E-01
  5.5279999999999996E+00,  5.4341664281323671E-03,  2.8229585865299717E-01
  5.5359999999999996E+00,  7.7762351549789067E-03,  2.9591894609716057E-01
  5.5439999999999996E+00,  1.0251259281222235E-02,  3.3751287545125497E-01
  5.5519999999999996E+00,  1.3167094370259371E-02,  3.6599546373080694E-01
  5.5599999999999996E+00,  1.5665238547496605E-02,  2.5479637186330462E-01
  5.5679999999999996E+00,  1.7642803441134176E-02,  2.6803822150090478E-01
  5.5759999999999996E+00,  1.9928260992549820E-02,  2.7695622630290734E-01
  5.5839999999999996E+00,  2.1848613055107269E-02,  2.1634771948267262E-01
  5.5919999999999996E+00,  2.3733321813900952E-02,  2.6095079992088238E-01
  5.5999999999999996E+00,  2.5785584799890966E-02,  2.3405843495172460E-01
  5.6079999999999997E+00,  2.7485435439535921E-02,  2.0623182344096647E-01
  5.6159999999999997E+00,  2.9261736681439183E-02,  2.3863741365413643E-01
  5.6239999999999997E+00,  3.1276805289866087E-02,  2.6706563427180213E-01
  5.6319999999999997E+00,  3.3579916220399998E-02,  3.0712086496060181E-01
  5.6399999999999997E+00,  3.6086183287156424E-02,  3.1185996378896519E-01
  5.6479999999999997E+00,  3.8481603241548937E-02,  2.8302288267373876E-01
  5.6559999999999997E+00,  4.0574551417877462E-02,  2.3916819465904673E-01
  5.6639999999999997E+00,  4.2233404636610891E-02,  1.6302294095830189E-01
  5.6719999999999997E+00,  4.2972183957617593E-02,  2.2533409587833057E-02
  5.6799999999999997E+00,  4.3019122793316718E-02,  2.8811497703508229E-02
  5.6879999999999997E+00,  4.3685072263427112E-02,  1.1683767139221851E-01
  5.6959999999999997E+00,  4.4345730032194337E-02,  3.0080529357514783E-02
  5.7039999999999997E+00,  4.4327694353189111E-02, -1.3988786181570161E-02
  5.7119999999999997E+00,  4.4194793803829804E-02, -2.8110143361589020E-02
