tau,w_c,v_c
  5.7199999999999998E+00,  4.3884003784766909E-02, -3.4668916506623911E-02
  5.7279999999999998E+00,  4.3800408607302721E-02,  5.2618663596043017E-03
  5.7359999999999998E+00,  4.3693454850304923E-02, -3.8257504001213111E-02
  5.7439999999999998E+00,  4.3409957608126312E-02, -1.2751890341260824E-02
  5.7519999999999998E+00,  4.3553134864024935E-02,  3.8030929263584340E-02
  5.7599999999999998E+00,  4.3915199539875535E-02,  5.6777529376499089E-02
  5.7679999999999998E+00,  4.4557976588409043E-02,  1.0391721481750957E-01
  5.7759999999999998E+00,  4.5531913657525187E-02,  1.4044358951225608E-01
  5.7839999999999998E+00,  4.6853103295587041E-02,  1.8774628868386808E-01
  5.7919999999999998E+00,  4.8403668634870105E-02,  1.9350588227305265E-01
  5.7999999999999998E+00,  4.9969060064983736E-02,  1.9934909146496779E-01
  5.8079999999999998E+00,  5.1449355328938066E-02,  1.5758253763650151E-01
  5.8159999999999998E+00,  5.2573838301079069E-02,  1.5151519459314872E-01
  5.8239999999999998E+00,  5.4268281838312067E-02,  2.7020268493035571E-01
  5.8319999999999999E+00,  5.6428801546962060E-02,  2.3665645210135322E-01
  5.8399999999999999E+00,  5.7926271539739449E-02,  1.5251398790430393E-01
  5.8479999999999999E+00,  5.9099300637708345E-02,  1.4624478647874703E-01
  5.8559999999999999E+00,  6.0354850818244737E-02,  1.8022796699308244E-01
  5.8639999999999999E+00,  6.2158738324535508E-02,  2.6858408024822056E-01
  5.8719999999999999E+00,  6.4416538997282946E-02,  2.8200839677078199E-01
  5.8799999999999999E+00,  6.6690848897162716E-02,  2.9826424228644244E-01
  5.8879999999999999E+00,  6.9257355449745817E-02,  3.3359660400391650E-01
  5.8959999999999999E+00,  7.1737090968290201E-02,  2.6800262010353249E-01
  5.9039999999999999E+00,  7.3401113090267908E-02,  1.5221275703811907E-01
  5.9119999999999999E+00,  7.4447117875330954E-02,  1.3155405901130768E-01
  5.9199999999999999E+00,  7.5645354836262210E-02,  1.5733142543966577E-01
  5.9279999999999999E+00,  7.6730878828977805E-02,  1.1302104919795700E-01
  5.9359999999999999E+00,  7.7702994113201626E-02,  1.4463564329323245E-01
  5.9440000000000000E+00,  7.8917455920540794E-02,  1.3577752664820275E-01
  5.9520000000000000E+00,  7.9765335623314712E-02,  9.5124795416835023E-02
  5.9600000000000000E+00,  8.0773689140712882E-02,  1.5704069844461221E-01
  5.9680000000000000E+00,  8.1969919787883316E-02,  1.2653189573477555E-01
  5.9760000000000000E+00,  8.2923972480894503E-02,  1.3042754237587784E-01
  5.9840000000000000E+00,  8.4056167294573964E-02,  1.3385567795119438E-01
  5.9920000000000000E+00,  8.4946664984738407E-02,  1.0752304197138501E-01
  6.0000000000000000E+00,  8.6192981404148217E-02,  2.1050806287265270E-01
  6.0080000000000000E+00,  8.7935629141642518E-02,  1.9122754820931123E-01
  6.0160000000000000E+00,  8.9069079489047229E-02,  1.0576435370154971E-01
  6.0240000000000000E+00,  8.9911773109102477E-02,  1.1407710944072816E-01
  6.0320000000000000E+00,  9.0913013776564883E-02,  1.3588302221857543E-01
  6.0400000000000000E+00,  9.2098543779807793E-02,  1.6077755194517782E-01
  6.0480000000000000E+00,  9.3503378076584168E-02,  1.9418066081443899E-01
  6.0560000000000000E+00,  9.5225279531811188E-02,  2.2848928009572778E-01
  6.0640000000000001E+00,  9.6905229989276795E-02,  1.7712754915556919E-01
  6.0720000000000001E+00,  9.8008250004037220E-02,  1.0180670942306419E-01
  6.0800000000000001E+00,  9.8487827177004009E-02,  1.0204431672563538E-02
  6.0880000000000001E+00,  9.8227906556749928E-02, -5.3862029828069813E-02
  6.0960000000000001E+00,  9.8012793997069650E-02,  1.0546994540597886E-02
  6.1040000000000001E+00,  9.8297991006875876E-02,  5.1912257324358918E-02
  6.1120000000000001E+00,  9.8879465951282830E-02,  9.9308000995098941E-02
  6.1200000000000001E+00,  9.9745126083836705E-02,  9.4805779326783246E-02
  6.1280000000000001E+00,  1.0021714300789829E-01,  3.6349178762263915E-02
  6.1360000000000001E+00,  1.0074867347314449E-01,  1.1575165921940925E-01
  6.1440000000000001E+00,  1.0202106527480193E-01,  1.8400943635906158E-01
  6.1520000000000001E+00,  1.0342808160560048E-01,  1.5838391655799122E-01
  6.1600000000000001E+00,  1.0453045026610934E-01,  1.2423126077417677E-01
  6.1680000000000001E+00,  1.0563168442111823E-01,  1.6235203147048541E-01
  6.1760000000000002E+00,  1.0703210685586291E-01,  1.6542362578297026E-01
  6.1840000000000002E+00,  1.0801653880300018E-01,  8.4618505649509623E-02
  6.1920000000000002E+00,  1.0867598828258236E-01,  9.5224532059842923E-02
  6.2000000000000002E+00,  1.0955321398112269E-01,  1.2047002869283113E-01
  6.2080000000000002E+00,  1.1069568876691019E-01,  1.7397832752487236E-01
  6.2160000000000002E+00,  1.1221716622309601E-01,  1.8354942819268286E-01
  6.2240000000000002E+00,  1.1348403534701915E-01,  1.5336822771565059E-01
  6.2320000000000002E+00,  1.1517883270677796E-01,  2.8365791475537433E-01
  6.2400000000000002E+00,  1.1767366860074113E-01,  3.0317974609421522E-01
  6.2480000000000002E+00,  1.1981385422734363E-01,  2.4533589192184951E-01
  6.2560000000000002E+00,  1.2178690101938699E-01,  2.4119661276428400E-01
  6.2640000000000002E+00,  1.2344105599874902E-01,  1.7008180229432993E-01
  6.2720000000000002E+00,  1.2478943985862509E-01,  1.8956886679845944E-01
  6.2800000000000002E+00,  1.2655469095943878E-01,  2.3882618834001229E-01
  6.2880000000000003E+00,  1.2836785609761481E-01,  2.0562908973588975E-01
  6.2960000000000003E+00,  1.2980882174665220E-01,  1.5571495091899293E-01
  6.3040000000000003E+00,  1.3089712393459002E-01,  1.1880594663059835E-01
  6.3120000000000003E+00,  1.3169479476317414E-01,  7.6151573756418733E-02
  6.3200000000000003E+00,  1.3208390605073753E-01,  2.4960657428849002E-02
  6.3280000000000003E+00,  1.3217220595810261E-01, -2.5467049779811825E-03
  6.3360000000000003E+00,  1.3203091022596503E-01, -2.5576449774945796E-02
  6.3440000000000003E+00,  1.3202521057210084E-01,  3.6012682325394833E-02
  6.3520000000000003E+00,  1.3242049033686251E-01,  3.3888948588858062E-02
  6.3600000000000003E+00,  1.3237256033620717E-01, -2.5789133586813284E-02
  6.3680000000000003E+00,  1.3253600830076004E-01,  8.3490539778504388E-02
  6.3760000000000003E+00,  1.3347210161515896E-01,  1.2227504309526827E-01
  6.3840000000000003E+00,  1.3434087644362311E-01,  1.0559592862855276E-01
  6.3920000000000003E+00,  1.3526946877094811E-01,  1.1831907692465021E-01
  6.4000000000000004E+00,  1.3606054937609000E-01,  8.0359836870311993E-02
  6.4080000000000004E+00,  1.3673174607402946E-01,  9.4344508111754280E-02
  6.4160000000000004E+00,  1.3746010014936674E-01,  7.5652716388065935E-02
  6.4240000000000004E+00,  1.3788837716667096E-01,  3.4384137970665044E-02
  6.4320000000000004E+00,  1.3795370280778427E-01, -2.9043398323289879E-02
  6.4400000000000004E+00,  1.3735461075709202E-01, -1.1077881496870279E-01
  6.4480000000000004E+00,  1.3645659916311537E-01, -9.9211400595890009E-02
  6.4560000000000004E+00,  1.3591113289549639E-01, -2.9094962725998527E-02
  6.4640000000000004E+00,  1.3607075073422178E-01,  6.2415968941813033E-02
  6.4720000000000004E+00,  1.3660108206181781E-01,  5.1979465857256518E-02
  6.4800000000000004E+00,  1.3694461184500040E-01,  5.2344055874081016E-02
  6.4880000000000004E+00,  1.3750196927548694E-01,  6.3653265746679941E-02
  6.4960000000000004E+00,  1.3746773843481266E-01, -8.4398620439744373E-02
  6.5039999999999996E+00,  1.3644732616139138E-01, -1.3910878087183648E-01
  6.5119999999999996E+00,  1.3547948014683570E-01, -1.0744039355038321E-01
  6.5199999999999996E+00,  1.3461499499138505E-01, -1.1060328911689796E-01
  6.5279999999999996E+00,  1.3364235846752268E-01, -1.4576236675086185E-01
  6.5359999999999996E+00,  1.3205346688347580E-01, -2.5444067859465935E-01
  6.5439999999999996E+00,  1.2978677435579672E-01, -2.9158673957203618E-01
  6.5519999999999996E+00,  1.2758720339039312E-01, -2.5644618397703178E-01
  6.5599999999999996E+00,  1.2563285522410755E-01, -2.3666118997108451E-01
  6.5679999999999996E+00,  1.2375833418468930E-01, -2.3003420306816927E-01
  6.5759999999999996E+00,  1.2207124102736552E-01, -1.8430850364101459E-01
  6.5839999999999996E+00,  1.2075512701745870E-01, -1.5812597992959890E-01
  6.5919999999999996E+00,  1.1942947341232807E-01, -1.6519660415403409E-01
  6.5999999999999996E+00,  1.1828666936574041E-01, -1.2446327771800440E-01
  6.6079999999999997E+00,  1.1709318160370832E-01, -1.9227780882565512E-01
  6.6159999999999997E+00,  1.1541674058082491E-01, -1.8942165862600277E-01
  6.6239999999999997E+00,  1.1440366726622364E-01, -7.6914801352713974E-02
  6.6319999999999997E+00,  1.1374135047271565E-01, -1.0232179922437834E-01
  6.6399999999999997E+00,  1.1296449529260470E-01, -7.2698355319829988E-02
  6.6479999999999997E+00,  1.1256905461836476E-01, -4.2048942063110911E-02
  6.6559999999999997E+00,  1.1218557338537415E-01, -4.6705385302701255E-02
  6.6639999999999997E+00,  1.1181543263096692E-01, -6.6497857424713383E-02
  6.6719999999999997E+00,  1.1071419639947921E-01, -2.1490910910270059E-01
  6.6799999999999997E+00,  1.0877599137094363E-01, -2.3089106979829704E-01
  6.6879999999999997E+00,  1.0733561664551873E-01, -1.3523992240192856E-01
  6.6959999999999997E+00,  1.0633957886224621E-01, -1.2916478306603685E-01
  6.7039999999999997E+00,  1.0515083161855374E-01, -1.6843494511930937E-01
  6.7119999999999997E+00,  1.0372546442985864E-01, -1.8016919380390239E-01
  6.7199999999999998E+00,  1.0229248491887567E-01, -1.8605111871874366E-01
  6.7279999999999998E+00,  1.0062012654993087E-01, -2.2954695240280881E-01
  6.7359999999999998E+00,  9.8829357307911897E-02, -2.0697510466120825E-01
  6.7439999999999998E+00,  9.7236350304108876E-02, -2.0584505022987828E-01
  6.7519999999999998E+00,  9.5443727766505684E-02, -2.3595723324705234E-01
  6.7599999999999998E+00,  9.3504092164029162E-02, -2.5975168743453880E-01
  6.7679999999999998E+00,  9.1054440256203684E-02, -3.5547538218838631E-01
  6.7759999999999998E+00,  8.8025743597649225E-02, -3.8656043623040481E-01
  6.7839999999999998E+00,  8.4878991125713746E-02, -4.0859669055316356E-01
  6.7919999999999998E+00,  8.1530178723974223E-02, -4.1151847817934950E-01
  6.7999999999999998E+00,  7.8505334424087442E-02, -3.4866308865950407E-01
  6.8079999999999998E+00,  7.5685195563161056E-02, -3.7091996650424275E-01
  6.8159999999999998E+00,  7.2571715595002556E-02, -3.9641921367721589E-01
  6.8239999999999998E+00,  6.9534847412852194E-02, -3.5278347930528869E-01
  6.8319999999999999E+00,  6.6996267084146854E-02, -2.8852867508145419E-01
  6.8399999999999999E+00,  6.4609471975441299E-02, -3.2999312933000091E-01
  6.8479999999999999E+00,  6.1657334593254468E-02, -3.9143675794271360E-01
  6.8559999999999999E+00,  5.8596271117287137E-02, -3.7407375622186950E-01
  6.8639999999999999E+00,  5.5523299815562970E-02, -3.9434230260465786E-01
  6.8719999999999999E+00,  5.2554614480402939E-02, -3.3036531639976668E-01
  6.8799999999999999E+00,  5.0148738021327112E-02, -2.9445037750495162E-01
  6.8879999999999999E+00,  4.7668741414687014E-02, -3.1394526225546859E-01
  6.8959999999999999E+00,  4.5327362079663716E-02, -2.7854889612947470E-01
  6.9039999999999999E+00,  4.2842197250105005E-02, -3.5811915560743679E-01
  6.9119999999999999E+00,  3.9783345582718385E-02, -3.8161102492117671E-01
  6.9199999999999999E+00,  3.6832713181279821E-02, -3.7277868926962243E-01
  6.9279999999999999E+00,  3.3619893562617569E-02, -4.2095299904749633E-01
  6.9359999999999999E+00,  3.0461256997069159E-02, -3.5446389132744810E-01
  6.9440000000000000E+00,  2.7780467497348065E-02, -3.4162723771201048E-01
  6.9520000000000000E+00,  2.4727352727476150E-02, -4.2027110521610456E-01
  6.9600000000000000E+00,  2.1313572706399386E-02, -4.0997164315496354E-01
  6.9680000000000000E+00,  1.8468080165328280E-02, -2.9405486905938644E-01
  6.9760000000000000E+00,  1.6486411424109896E-02, -2.1806804599154733E-01
  6.9840000000000000E+00,  1.4808589880687711E-02, -2.0104807105002212E-01
  6.9920000000000000E+00,  1.3335625254524745E-02, -1.6611589378221503E-01
  7.0000000000000000E+00,  1.2153205033264187E-02, -1.2453884838447871E-01
  7.0080000000000000E+00,  1.1416031716649698E-02, -6.8297615443370277E-02
  7.0160000000000000E+00,  1.0632124029818699E-02, -1.5641677268350127E-01
  7.0240000000000000E+00,  8.9139248985808384E-03, -2.4268052557862332E-01
  7.0320000000000000E+00,  7.1897423282665423E-03, -1.8704332654551753E-01
  7.0400000000000000E+00,  5.6179046225404662E-03, -2.1968382718886956E-01
  7.0480000000000000E+00,  3.8642312283202777E-03, -1.9360726301870057E-01
  7.0560000000000000E+00,  2.6669155099106143E-03, -1.1620776046647059E-01
  7.0640000000000001E+00,  1.8475196247161169E-03, -8.6618510629597745E-02
  7.0720000000000001E+00,  1.3552261359012577E-03, -4.2294249569400470E-02
  7.0800000000000001E+00,  9.1264491519511988E-04, -8.1962485732931939E-02
  7.0880000000000001E+00,  4.3809278867088323E-05, -1.2693067865303903E-01
  7.0960000000000001E+00, -1.0210306273700815E-03, -1.3429933530823232E-01
  7.1040000000000001E+00, -1.9436582958519389E-03, -8.4793603069555010E-02
  7.1120000000000001E+00, -2.4106482262346300E-03, -5.1298993104652121E-02
  7.1200000000000001E+00, -3.1126369617144548E-03, -1.3558993655077792E-01
  7.1280000000000001E+00, -4.5947070394426045E-03, -2.3466197071090567E-01
  7.1360000000000001E+00, -6.8824305927469897E-03, -3.3020928846754677E-01
  7.1440000000000001E+00, -9.5540980736688996E-03, -3.1682465192269105E-01
  7.1520000000000001E+00, -1.1972225101855017E-02, -3.0943887645127638E-01
  7.1600000000000001E+00, -1.4702069685828640E-02, -3.5953005445686614E-01
  7.1680000000000001E+00, -1.7318034436237386E-02, -2.8261705564769285E-01
  7.1760000000000002E+00, -1.9494493151619875E-02, -2.9177054132143371E-01
  7.1840000000000002E+00, -2.2187274045064140E-02, -3.7114012328185536E-01
  7.1920000000000002E+00, -2.5180944421323390E-02, -3.6807358278761415E-01
  7.2000000000000002E+00, -2.8020310294821688E-02, -3.3714070080666808E-01
  7.2080000000000002E+00, -3.0469145050215911E-02, -2.7164259186658463E-01
  7.2160000000000002E+00, -3.2405994854445556E-02, -2.1721580163940871E-01
  7.2240000000000002E+00, -3.3986421904498125E-02, -1.7956951328602266E-01
  7.2320000000000002E+00, -3.5309086356193779E-02, -1.5095518073175715E-01
  7.2400000000000002E+00, -3.6358167034465538E-02, -1.1105497384337573E-01
  7.2480000000000002E+00, -3.7217389704690809E-02, -1.1560990067083071E-01
  7.2560000000000002E+00, -3.8228462189838108E-02, -1.2679270272961607E-01
  7.2640000000000002E+00, -3.9191036997028382E-02, -1.2876789239528511E-01
  7.2720000000000002E+00, -4.0597137571131064E-02, -2.2248013867299377E-01
  7.2800000000000002E+00, -4.2259270959930935E-02, -1.5405379290606774E-01
  7.2880000000000003E+00, -4.2970130256913153E-02, -5.4534973100887452E-02
  7.2960000000000003E+00, -4.3604330354514817E-02, -1.0612790535197432E-01
  7.3040000000000003E+00, -4.4354751588805502E-02, -6.5466236763988966E-02
  7.3120000000000003E+00, -4.4730678084701402E-02, -4.1127567174892958E-02
  7.3200000000000003E+00, -4.4966909044836259E-02, -2.9439736860265753E-03
  7.3280000000000003E+00, -4.4734671075556599E-02,  4.4707353985812243E-02
  7.3360000000000003E+00, -4.4495057850989402E-02,  1.7872404497401694E-02
  7.3440000000000003E+00, -4.4190884037086924E-02,  6.8568692935979447E-02
  7.3520000000000003E+00, -4.3581428403512035E-02,  5.8294317277786972E-02
  7.3600000000000003E+00, -4.3546607770416447E-02, -5.3582438047271204E-02
  7.3680000000000003E+00, -4.4354027828317641E-02, -1.3826751660482184E-01
  7.3760000000000003E+00, -4.5561568266023256E-02, -1.5148844785877313E-01
  7.3840000000000003E+00, -4.6694700437219690E-02, -1.3422936553441672E-01
  7.3920000000000003E+00, -4.7727451167218035E-02, -1.1865566460673764E-01
  7.4000000000000004E+00, -4.8521901868702956E-02, -8.5923773234516776E-02
  7.4080000000000004E+00, -4.9322445026120390E-02, -1.2081451668881021E-01
  7.4160000000000004E+00, -5.0220612095941780E-02, -7.7490339893392712E-02
  7.4240000000000004E+00, -5.0421754758929863E-02,  1.0192024257524881E-02
  7.4320000000000004E+00, -5.0442026681119426E-02, -2.7691950608524137E-02
  7.4400000000000004E+00, -5.0816018676240034E-02, -5.9213211727325583E-02
  7.4480000000000004E+00, -5.1383718515870334E-02, -8.2269906167596038E-02
  7.4560000000000004E+00, -5.1976375101236025E-02, -5.2624150103674765E-02
  7.4640000000000004E+00, -5.2229451703363475E-02, -2.6191957445224647E-02
  7.4720000000000004E+00, -5.2600221648262106E-02, -6.4025520604542224E-02
  7.4800000000000004E+00, -5.3026338298197973E-02, -2.9702392953956082E-02
  7.4880000000000004E+00, -5.3080762010318666E-02,  4.7857975992221091E-03
  7.4960000000000004E+00, -5.3196052867181355E-02, -5.0289622633146923E-02
  7.5039999999999996E+00, -5.4043170862981327E-02, -1.5502092322529673E-01
  7.5119999999999996E+00, -5.5260486668318884E-02, -1.1784009080828958E-01
  7.5199999999999996E+00, -5.5809325695875003E-02, -4.1182569547265166E-02
  7.5279999999999996E+00, -5.6324551692571244E-02, -9.4965981531140345E-02
  7.5359999999999996E+00, -5.7180757952661712E-02, -1.1358810081016699E-01
  7.5439999999999996E+00, -5.8348563829723137E-02, -1.9545447571629326E-01
  7.5519999999999996E+00, -6.0202637841889131E-02, -2.3916254667813111E-01
  7.5599999999999996E+00, -6.1857358004445424E-02, -1.7911098082583946E-01
  7.5679999999999996E+00, -6.3282811234071923E-02, -1.7712112438478514E-01
  7.5759999999999996E+00, -6.4409653499426955E-02, -8.9887521450499608E-02
  7.5839999999999996E+00, -6.4894368898243071E-02, -5.8897219406214757E-02
  7.5919999999999996E+00, -6.5561986380701681E-02, -9.7986685233703769E-02
  7.5999999999999996E+00, -6.6246902826755882E-02, -7.4500053978143840E-02
  7.6079999999999997E+00, -6.7018095326796603E-02, -1.3443315077133711E-01
  7.6159999999999997E+00, -6.8372564043146483E-02, -1.8699767808693926E-01
  7.6239999999999997E+00, -6.9721557944294452E-02, -1.3978079076414446E-01
  7.6319999999999997E+00, -7.0629965722232596E-02, -9.8672090572508933E-02
  7.6399999999999997E+00, -7.1494350331762588E-02, -1.2112135473270552E-01
  7.6479999999999997E+00, -7.2402338966819621E-02, -8.8953555674707918E-02
  7.6559999999999997E+00, -7.2829341164552835E-02, -2.7380037311673724E-02
  7.6639999999999997E+00, -7.3007623778977793E-02, -1.7598161368764579E-02
  7.6719999999999997E+00, -7.3033683945424061E-02,  8.4257977627809153E-03
  7.6799999999999997E+00, -7.3073350720128230E-02, -2.5964446349952798E-02
  7.6879999999999997E+00, -7.3218535277469063E-02,  1.7304463974048976E-02
  7.6959999999999997E+00, -7.2642456739444222E-02,  1.0914088033741165E-01
  7.7039999999999997E+00, -7.1830756521695377E-02,  8.7970527460661432E-02
  7.7119999999999997E+00, -7.1072286506067908E-02,  1.0723171732156420E-01
  7.7199999999999998E+00, -7.0368763232851753E-02,  4.3972265142708161E-02
  7.7279999999999998E+00, -7.0424801488109742E-02, -3.6015145512508860E-02
  7.7359999999999998E+00, -7.0558649022563577E-02,  1.2041946020250851E-02
  7.7439999999999998E+00, -7.0310925612624711E-02,  4.1764844481555284E-02
  7.7519999999999998E+00, -6.9955530476945540E-02,  4.3453569820272604E-02
  7.7599999999999998E+00, -6.9688279975305842E-02,  2.3032776062247729E-02
  7.7679999999999998E+00, -6.9503527676346044E-02,  2.4996763932193369E-02
  7.7759999999999998E+00, -6.9495300736120980E-02, -4.4632573980909848E-02
  7.7839999999999998E+00, -7.0333717160833933E-02, -1.4963438618245845E-01
  7.7919999999999998E+00, -7.1505379275502892E-02, -1.2581683575939531E-01
  7.7999999999999998E+00, -7.2231459967793343E-02, -5.0475646170837260E-02
  7.8079999999999998E+00, -7.2234595678703398E-02,  4.3954008895843104E-02
  7.8159999999999998E+00, -7.1891587386689257E-02,  1.6273722710517725E-02
  7.8239999999999998E+00, -7.1955773835653367E-02, -1.9457151677036962E-03
  7.8319999999999999E+00, -7.1476831882678962E-02,  1.2306527613811032E-01
  7.8399999999999999E+00, -7.0364268989482337E-02,  1.2933216433499398E-01
  7.8479999999999999E+00, -6.9476153836699514E-02,  1.0429735535651682E-01
  7.8559999999999999E+00, -6.8609484062508899E-02,  1.0567078911315532E-01
  7.8639999999999999E+00, -6.7910854205467011E-02,  6.8519366145534805E-02
  7.8719999999999999E+00, -6.7430392894224131E-02,  5.5833184265778255E-02
  7.8799999999999999E+00, -6.7019757242839179E-02,  4.4665560590618616E-02
  7.8879999999999999E+00, -6.6743090828522658E-02,  2.3593337968165116E-02
  7.8959999999999999E+00, -6.6593087174097412E-02,  2.3284029513558287E-02
  7.9039999999999999E+00, -6.6210720887817320E-02,  7.3943683648795624E-02
  7.9119999999999999E+00, -6.5569996788129400E-02,  7.4795088525675013E-02
  7.9199999999999999E+00, -6.4956177549415225E-02,  9.5034366478409571E-02
  7.9279999999999999E+00, -6.3919554906018181E-02,  1.5564831753117311E-01
  7.9359999999999999E+00, -6.2623418075960266E-02,  1.7288929844072201E-01
  7.9440000000000000E+00, -6.0948976412078533E-02,  2.4390426732771564E-01
  7.9520000000000000E+00, -5.9236834874108898E-02,  1.4071290090988819E-01
  7.9600000000000000E+00, -5.8859254516040578E-02, -1.4934885181013588E-02
  7.9680000000000000E+00, -5.8889141928749542E-02,  1.8834002688541924E-02
  7.9760000000000000E+00, -5.8815578548316268E-02, -1.9291331986015563E-02
  7.9840000000000000E+00, -5.9148383402024080E-02, -4.7019537084072388E-02
  7.9920000000000000E+00, -5.9471655967595849E-02, -4.1677176577458633E-02
  8.0000000000000000E+00, -5.9880282226221895E-02, -5.2160748191738777E-02
  8.0079999999999991E+00, -6.0150774731078938E-02, -1.6814712939676769E-02
  8.0160000000000000E+00, -6.0326091919732004E-02, -3.4967977569382892E-02
  8.0239999999999991E+00, -6.0622695929473884E-02, -2.6309360417240205E-02
  8.0320000000000000E+00, -6.0637803941836474E-02,  2.1410357642520333E-02
  8.0399999999999991E+00, -6.0332205541049719E-02,  5.1995475930316178E-02
  8.0480000000000000E+00, -5.9856207501026076E-02,  6.5707758126214849E-02
  8.0559999999999992E+00, -5.9184455212718583E-02,  1.1358620573818376E-01
  8.0640000000000001E+00, -5.7998905846462237E-02,  1.6993718542264885E-01
  8.0719999999999992E+00, -5.6717743693434269E-02,  1.4800181116729957E-01
  8.0800000000000001E+00, -5.5391624863391074E-02,  1.9924822337086701E-01
  8.0879999999999992E+00, -5.3640412538461024E-02,  2.1271544147231805E-01
  8.0960000000000001E+00, -5.2245156067181359E-02,  1.4342286345277452E-01
  8.1039999999999992E+00, -5.1025905486956340E-02,  1.7680405374363223E-01
  8.1120000000000001E+00, -4.9377101740143099E-02,  2.3247372854321305E-01
  8.1199999999999992E+00, -4.7330252117063820E-02,  2.7349369121223244E-01
  8.1280000000000001E+00, -4.5277274892458183E-02,  2.1777407667984841E-01
  8.1359999999999992E+00, -4.3962626153840431E-02,  1.2319017077310949E-01
  8.1440000000000001E+00, -4.3003443348225603E-02,  1.3048667635035263E-01
  8.1519999999999992E+00, -4.1781164684882972E-02,  1.7769370253826375E-01
  8.1600000000000001E+00, -4.0143862013245275E-02,  2.2848684242712400E-01
  8.1679999999999993E+00, -3.8191381316951746E-02,  2.6142974661124868E-01
  8.1760000000000002E+00, -3.5846654876363723E-02,  3.2523974450127985E-01
  8.1839999999999993E+00, -3.3298526689292965E-02,  2.8099375931155396E-01
  8.1920000000000002E+00, -3.1559735997741312E-02,  1.6703477983227177E-01
  8.1999999999999993E+00, -3.0342312985820560E-02,  1.3825888399698832E-01
  8.2080000000000002E+00, -2.9567141114739109E-02,  5.0019468542338817E-02
  8.2159999999999993E+00, -2.9208422373438354E-02,  7.0979498520523890E-02
  8.2240000000000002E+00, -2.8364345568505849E-02,  1.1182947375991086E-01
  8.2319999999999993E+00, -2.7870301585062488E-02,  7.6173287333728586E-03
  8.2400000000000002E+00, -2.7964883293832680E-02, -1.3783827833621046E-02
  8.2479999999999993E+00, -2.8060839995668538E-02, -1.3957416103773591E-02
  8.2560000000000002E+00, -2.8063742016978140E-02,  2.8232168815510033E-02
  8.2639999999999993E+00, -2.7597602526855163E-02,  6.9431766193295941E-02
  8.2720000000000002E+00, -2.7262272925083160E-02,  1.1998209540932680E-02
  8.2799999999999994E+00, -2.7129229347407129E-02,  4.4241284244306157E-02
  8.2880000000000003E+00, -2.6428294705664792E-02,  1.1969291700226357E-01
  8.2959999999999994E+00, -2.5573262214860702E-02,  7.0596450293129040E-02
  8.3040000000000003E+00, -2.5449049972848581E-02, -2.9386578085663577E-02
  8.3119999999999994E+00, -2.5708894365627878E-02, -1.9643402474846798E-02
  8.3200000000000003E+00, -2.5833774952178316E-02, -2.9929697497801635E-02
  8.3279999999999994E+00, -2.6312128310830150E-02, -7.8286141336691567E-02
  8.3360000000000003E+00, -2.6830873898014675E-02, -4.6361963447702687E-02
  8.3439999999999994E+00, -2.7148150316216268E-02, -3.5632236789501767E-02
  8.3520000000000003E+00, -2.7261122217930079E-02,  1.4636508085376686E-02
  8.3599999999999994E+00, -2.7152176949995655E-02, -1.9219719866807202E-02
  8.3680000000000003E+00, -2.7842178485362003E-02, -1.4199450103477229E-01
  8.3759999999999994E+00, -2.9061227542044901E-02, -1.5123907471979636E-01
  8.3840000000000003E+00, -3.0361372440813907E-02, -1.8103777746816860E-01
  8.3919999999999995E+00, -3.1787937099096358E-02, -1.5460199005442593E-01
  8.4000000000000004E+00, -3.2733436568406112E-02, -9.5722172721839249E-02
  8.4079999999999995E+00, -3.3594177241789681E-02, -1.2610583412383158E-01
  8.4160000000000004E+00, -3.4675440270148343E-02, -1.3606596885420202E-01
  8.4239999999999995E+00, -3.5656566705589338E-02, -1.0063578006884055E-01
  8.4320000000000004E+00, -3.6180479520529968E-02, -3.3490925737083385E-02
  8.4399999999999995E+00, -3.6412580821995222E-02, -3.7185117554740653E-02
  8.4480000000000004E+00, -3.6709462530297957E-02, -2.0845467151760475E-02
  8.4559999999999995E+00, -3.6662927798164810E-02,  1.8895863395983759E-02
  8.4640000000000004E+00, -3.6671962340361235E-02, -2.4960220449613449E-02
  8.4719999999999995E+00, -3.6932384732575277E-02, -3.4687579103830420E-02
  8.4800000000000004E+00, -3.7323453103349620E-02, -6.9285727532670344E-02
  8.4879999999999995E+00, -3.7873597086394512E-02, -4.7139994911883337E-02
  8.4960000000000004E+00, -3.7992407122824381E-02, -8.0442442365378369E-04
  8.5039999999999996E+00, -3.8215015668737612E-02, -5.6844698254540346E-02
  8.5120000000000005E+00, -3.8602859045265434E-02, -1.8977314063193036E-02
  8.5199999999999996E+00, -3.8476916512820043E-02,  3.8551752257668603E-02
  8.5280000000000005E+00, -3.8093658122380032E-02,  6.1844595891685374E-02
  8.5359999999999996E+00, -3.7391065224857946E-02,  1.1146289555349882E-01
  8.5440000000000005E+00, -3.6529244891458257E-02,  8.3984825664815119E-02
  8.5519999999999996E+00, -3.6314067665411759E-02, -3.7170025724931895E-02
  8.5600000000000005E+00, -3.6975348702124829E-02, -1.0499386370689799E-01
  8.5679999999999996E+00, -3.7683717871117101E-02, -6.9576915326872241E-02
  8.5760000000000005E+00, -3.8301255431924155E-02, -9.9063351759515819E-02
