xi,mode_1,mode_2,mode_3,mode_4,mode_5,mode_6,mode_7,mode_8,mode_9,mode_10,mode_11,mode_12,mode_13,mode_14,mode_15,mode_16,mode_17,mode_18,mode_19,mode_20,mode_21,mode_22,mode_23,mode_24
  2.0500000000000003E+00, -4.5701771328820723E-01,  1.4045909607470938E-01, -5.1767608860653591E-01,  2.8915547463185204E-01,  1.6245675289293363E-01,  2.5079672495291067E-01, -2.9847533533975973E-01,  1.5945980603051604E-01,  2.7363901560261900E-01,  1.9149212971674714E-01, -2.4541321784949896E-01,  1.4456960510210603E-02,  3.7057799310987904E-01,  1.1289919290554805E-01, -2.2447605960312197E-01, -1.1361583316790136E-01,  4.5893706841066378E-01,  2.8114940358584348E-02, -2.0846764753514541E-01, -2.3025485924576303E-01,  5.3579910819780929E-01, -6.1574732182871621E-02, -1.9207648634568739E-01, -3.3757651667456784E-01
  2.1000000000000001E+00, -4.5300800492251003E-01,  1.3537956977075002E-01, -5.3223507847986995E-01,  2.1010341848151134E-01,  2.7003063387322823E-01,  2.1197429198284559E-01, -3.4350777976026481E-01,  9.2276828805825922E-03,  4.6942026608469523E-01,  8.0954593513604414E-02, -2.7548790006896445E-01, -2.3610337598240660E-01,  6.0717116934152926E-01, -9.2247606495283727E-02, -2.1748085861571756E-01, -4.4780808594076310E-01,  6.8243933578173765E-01, -2.7265455845429476E-01, -1.4926577730449991E-01, -6.1007799241600547E-01,  6.8850859022593602E-01, -4.3648781523909502E-01, -7.2716654084952009E-02, -7.1013547578734781E-01
  2.1499999999999999E+00, -4.4643821975202563E-01,  1.3016323522030776E-01, -5.4303078433587648E-01,  1.2405500984371480E-01,  3.6817617687121307E-01,  1.5648205131771559E-01, -3.6104580194222141E-01, -1.5826796970855123E-01,  6.1022788659856897E-01, -6.7288513429821242E-02, -2.4469230267494657E-01, -4.7880205291997030E-01,  6.9426494879218015E-01, -3.2349449024189220E-01, -1.1690247664460060E-01, -6.8463519994645561E-01,  6.2052475855274569E-01, -5.2525273825759300E-01,  1.8994491296581237E-02, -7.3327460366387698E-01,  4.0777954570697011E-01, -6.1363184695871020E-01,  1.4031407173092120E-01, -6.1808660114478242E-01
  2.2000000000000002E+00, -4.3734345439422323E-01,  1.2497901030760952E-01, -5.5009499326407518E-01,  3.2730685286473223E-02,  4.5406932196265321E-01,  8.8091578726707725E-02, -3.5203362567333035E-01, -3.2646525177678704E-01,  6.8187794329040485E-01, -2.2584552098351240E-01, -1.6402343954902446E-01, -6.5742032553935825E-01,  6.1447140842589087E-01, -5.0018626167548030E-01,  3.5302548784011456E-02, -7.2251991352211564E-01,  3.0333681070532825E-01, -5.8494587979909785E-01,  1.9753602820904301E-01, -5.0196378348866522E-01, -1.2770778654599116E-01, -4.2980834375976512E-01,  2.7478834342479930E-01, -8.9108293906828381E-02
  2.2500000000000000E+00, -4.2576346528714604E-01,  1.1999891942170440E-01, -5.5349376278395068E-01, -6.2112091039821675E-02,  5.2522864701302530E-01,  1.0852611961520077E-02, -3.1844039989311007E-01, -4.7970504437192135E-01,  6.7738784043924349E-01, -3.6849891133398471E-01, -4.9809922549937151E-02, -7.3161937599922522E-01,  3.8824645703093558E-01, -5.6409180807554571E-01,  1.8769951904927631E-01, -5.3614726762105880E-01, -1.3884566149689190E-01, -4.0804791066348850E-01,  2.9256870120840189E-01, -2.1680554016206114E-02, -5.8804009648722400E-01,  1.6706445968496110E-02,  2.2716159806907166E-01,  4.9531716717797580E-01
  2.3000000000000003E+00, -4.1174257373998352E-01,  1.1539797041791534E-01, -5.5332786787079669E-01, -1.5870619216220044E-01,  5.7959536167900938E-01, -7.1028996779277070E-02, -2.6323524099532392E-01, -6.0417484418235567E-01,  5.9782414785639360E-01, -4.7282879092078106E-01,  7.8046157579931011E-02, -6.8277144212852692E-01,  6.9552421889395089E-02, -4.9131403743016011E-01,  2.9194622533260917E-01, -1.8040544963003824E-01, -5.2679969529399484E-01, -6.2660543519375528E-02,  2.5451907253196526E-01,  4.6310819165545586E-01, -6.9098671482419971E-01,  4.4526746518120380E-01,  2.5851087890555215E-02,  7.0188341527719134E-01
  2.3500000000000001E+00, -3.9532954502686773E-01,  1.1135403646285182E-01, -5.4973301675762254E-01, -2.5530325023506673E-01,  6.1559957903760021E-01, -1.5332922963605738E-01, -1.9029210837773153E-01, -6.8876909598206459E-01,  4.5225073095290913E-01, -5.2257653453448083E-01,  1.9857052344737650E-01, -5.1637152396634844E-01, -2.6647724649717136E-01, -2.9656372351685550E-01,  3.1542551474935937E-01,  2.3036019104309477E-01, -7.0379162674505524E-01,  3.0525111921510084E-01,  9.8925261070966386E-02,  7.0162051994759123E-01, -3.7309300673691193E-01,  5.8170801281107909E-01, -1.9191920394764009E-01,  3.7781131323151212E-01
  2.4000000000000004E+00, -3.7657744198686566E-01,  1.0804774693916218E-01, -5.4287984188269911E-01, -3.5020260589205426E-01,  6.3221094850998727E-01, -2.3195221411569600E-01, -1.0423300089100013E-01, -7.2578811006280741E-01,  2.5678990847185351E-01, -5.0937383373393619E-01,  2.9252168354974595E-01, -2.6041140069696961E-01, -5.4092368667881630E-01, -2.8143651861714282E-02,  2.4989314309757896E-01,  5.6175949716011142E-01, -5.9826476767636927E-01,  5.3765070591137010E-01, -1.0210211286748312E-01,  5.7041800647728802E-01,  1.7208041126343540E-01,  3.3921485110465593E-01, -2.7645031268796161E-01, -2.3164038995904013E-01
  2.4500000000000002E+00, -3.5554345363926410E-01,  1.0566239165452519E-01, -5.3297367455678435E-01, -4.4178026087704447E-01,  6.2897218883651596E-01, -3.0307732712333241E-01, -1.0220532805787315E-02, -7.1141292786697541E-01,  3.2903778302049574E-02, -4.3356541508495133E-01,  3.4503705052760864E-01,  4.0106830430972761E-02, -6.8941690319200999E-01,  2.4536734540796470E-01,  1.1341241439342920E-01,  7.0481987692750347E-01, -2.5243720627538108E-01,  5.3442610151428460E-01, -2.5445394183067421E-01,  1.3916191306201120E-01,  6.1220296324951617E-01, -1.2404949272305391E-01, -1.6966337810704391E-01, -6.6692880115627051E-01
  2.5000000000000000E+00, -3.3228869936830180E-01,  1.0438384266529285E-01, -5.2025411412863576E-01, -5.2851732417324448E-01,  6.0601456210420268E-01, -3.6329975396272846E-01,  8.6286926470888273E-02, -6.4591269934082129E-01, -1.9491381064178118E-01, -3.0398537593897740E-01,  3.4769615671214110E-01,  3.3159915834227249E-01, -6.7711078169077321E-01,  4.5344366437335687E-01, -5.5117707150878513E-02,  6.1265392931657681E-01,  1.9476176633664655E-01,  2.9759394362495811E-01, -2.8665446700947989E-01, -3.6546990082033337E-01,  6.7893303930564330E-01, -5.0705265922180620E-01,  5.4491507016463936E-02, -5.9997835488265872E-01
  2.5500000000000003E+00, -3.0687800927445058E-01,  1.0440049808872527E-01, -5.0499440461747580E-01, -6.0902746486893389E-01,  5.6405486330452803E-01, -4.0975765840124345E-01,  1.7980282890651625E-01, -5.3356300126479284E-01, -4.0178111572488967E-01, -1.3669236893138523E-01,  2.9967349436792406E-01,  5.6179106931792600E-01, -5.0678536905695426E-01,  5.4228216084338077E-01, -2.0733993606437942E-01,  3.1629135317375329E-01,  5.6359499514590172E-01, -6.9292284756910114E-02, -1.8368006310886772E-01, -6.7850176845356502E-01,  3.3160342242490698E-01, -5.6104655784836810E-01,  2.4103098136073695E-01, -8.1142272418985542E-02
  2.6000000000000001E+00, -2.7937968133044982E-01,  1.0590325233946778E-01, -4.8750063394415638E-01, -6.8208291654461695E-01,  5.0437404779057171E-01, -4.4023986530868958E-01,  2.6508718144095017E-01, -3.8227655309637559E-01, -5.6511886889030660E-01,  4.7189640935195308E-02,  2.0779538904843878E-01,  6.8931017947391393E-01, -2.1817439078619552E-01,  4.8900317721329506E-01, -2.9948298997666117E-01, -8.5504627740495234E-02,  7.0580515656015608E-01, -4.0613752543243392E-01,  5.8896051035768251E-03, -6.3559191012925587E-01, -2.1795997358191088E-01, -2.5092100036864062E-01,  2.6100470170476670E-01,  4.9879346320484402E-01
  2.6500000000000004E+00, -2.4986521601898909E-01,  1.0908549728633866E-01, -4.6811077301676729E-01, -7.4663861774262374E-01,  4.2877816409528025E-01, -4.5326893016652103E-01,  3.3741279997411205E-01, -2.0297034994443131E-01, -6.6709326530963342E-01,  2.2425793461069216E-01,  8.5482500361247382E-02,  6.9126103520708959E-01,  1.2133049609733401E-01,  3.0771478208304237E-01, -3.0504554733248734E-01, -4.5900266141473950E-01,  5.6423450135054387E-01, -5.6602019270233739E-01,  1.9271884285134305E-01, -2.5921554275409897E-01, -6.3460888901431123E-01,  2.2205284082190402E-01,  1.0059712231050175E-01,  7.0300051699644406E-01
  2.7000000000000002E+00, -2.1840902916508967E-01,  1.1414315888513633E-01, -4.4719357399963711E-01, -8.0185412065211881E-01,  3.3954278476866384E-01, -4.4815563507373918E-01,  3.9280815158164945E-01, -8.7137133067538772E-03, -6.9654488058419717E-01,  3.7189339423237089E-01, -4.9272056082789777E-02,  5.6742144859790378E-01,  4.3243044297996885E-01,  4.5880467351242064E-02, -2.2247400843004719E-01, -6.7992849391155730E-01,  1.9581245710300643E-01, -4.7920109965516111E-01,  2.8878022972142575E-01,  2.5315158918286296E-01, -6.6425457002122557E-01,  5.5088524487820278E-01, -1.2933266622511519E-01,  3.7766447708191453E-01
  2.7500000000000000E+00, -1.8508814370974913E-01,  1.2127477390299317E-01, -4.2514734910791441E-01, -8.4711295495368788E-01,  2.3934261671385271E-01, -4.2502226473727162E-01,  4.2826331539122359E-01,  1.8628132379951537E-01, -6.5019287379108215E-01,  4.7120914628312482E-01, -1.7659386053478540E-01,  3.4030741937305536E-01,  6.4244742822346701E-01, -2.2804664747567305E-01, -7.5626666707179449E-02, -6.7476213997560641E-01, -2.5132777174869531E-01, -1.8350500763378141E-01,  2.4881151579804156E-01,  6.3266229792467388E-01, -2.8881907339596674E-01,  5.2213998932804584E-01, -2.6987307067499933E-01, -2.3214762488747351E-01
  2.8000000000000003E+00, -1.4998186120176443E-01,  1.3068161141039100E-01, -4.0239865321331320E-01, -8.8203919514839368E-01,  1.3116840958306622E-01, -3.8479342722201559E-01,  4.4188774662133090E-01,  3.6775376238252272E-01, -5.3298266200382105E-01,  5.0950899405485495E-01, -2.7769189306314823E-01,  5.1099473296434994E-02,  7.0230198430955348E-01, -4.4248486718294655E-01,  9.3104909460971830E-02, -4.4516513422178700E-01, -5.9740129233566086E-01,  1.9217862014532835E-01,  9.1631321075066136E-02,  6.8016884996458604E-01,  2.6273945569153379E-01,  1.5447685671525049E-01, -2.2389045020390605E-01, -6.6708206614079679E-01
  2.8500000000000001E+00, -1.1317141381184229E-01,  1.4256784377942933E-01, -3.7940089541318905E-01, -9.0651104688536621E-01,  1.8233652333535157E-02, -3.2915463710381115E-01,  4.3301126886338098E-01,  5.2249154532504849E-01, -3.5753830046918939E-01,  4.8194125415100253E-01, -3.3765966302119604E-01, -2.4782881309249830E-01,  5.9797434971369456E-01, -5.4141027567799083E-01,  2.3502955132967476E-01, -6.7408172911878214E-02, -7.0324766215121925E-01,  4.8408806318599595E-01, -1.0873034447201396E-01,  3.7071365766393827E-01,  6.5405065717598809E-01, -3.1345905615209446E-01, -2.3160822207090370E-02, -5.9950427456213373E-01
  2.9000000000000004E+00, -7.4739597696885818E-02,  1.5714077199237714E-01, -3.5663290649892199E-01, -9.2067133996249606E-01, -9.6126157788157640E-02, -2.6048031505786590E-01,  4.0222290957201057E-01,  6.3935338402037367E-01, -1.4277795537865728E-01,  3.9213666338525560E-01, -3.4769945883827658E-01, -5.0242539251031471E-01,  3.5377057706968923E-01, -4.9898511211096769E-01,  3.0921357450733766E-01,  3.3301752086815151E-01, -5.2627016497638035E-01,  5.6498194009829550E-01, -2.5791105245281509E-01, -1.3339217918635449E-01,  6.4645542356794694E-01, -5.7793948416479157E-01,  1.9359499441541925E-01, -8.0278326248594448E-02
  2.9500000000000002E+00, -3.4770388562585727E-02,  1.7461111013403313E-01, -3.3459749095584740E-01, -9.2493489191375455E-01, -2.0855868227811664E-01, -1.8173422015334512E-01,  3.5134567128432553E-01,  7.1014016688230763E-01,  8.8158460934544533E-02,  2.5174961449900424E-01, -3.0644186067109913E-01, -6.6679457660928687E-01,  2.6628407556743984E-02, -3.2630627369772663E-01,  2.9430488636372559E-01,  6.2317217659905610E-01, -1.3754380455159024E-01,  3.9961197533627252E-01, -2.8567730712720757E-01, -5.6777495660141297E-01,  2.4453259645547487E-01, -4.6730180653519554E-01,  2.7659467545208533E-01,  4.9958088704339360E-01
  3.0000000000000000E+00,  6.6514597114099832E-03,  1.9519333401631042E-01, -3.1381999373283698E-01, -9.1999278548770325E-01, -3.1580123938188209E-01, -9.6346564498427115E-02,  2.8334891934357304E-01,  7.3025327313145172E-01,  3.1044609425979208E-01,  7.8963196094316845E-02, -2.2016704209288263E-01, -7.1157413269937786E-01, -3.0721077871274255E-01, -6.8511343467868746E-02,  1.9471408919842129E-01,  7.0694774172782204E-01,  3.0679390843518833E-01,  6.0096037643062927E-02, -1.7902955437227547E-01, -7.0480164401793022E-01, -3.0672935475622615E-01, -5.3379358857962737E-02,  1.6853423275554855E-01,  7.0352628965827879E-01
  3.0500000000000003E+00,  4.9438061065474617E-02,  2.1902476840701965E-01, -2.9471615519409666E-01, -9.0643035446449916E-01, -4.1465392848483246E-01, -8.0329705859514180E-03,  2.0208552100182259E-01,  6.9878940872682915E-01,  5.0017379054072464E-01, -1.0388080714312553E-01, -1.0180606647247942E-01, -6.2904860701028453E-01, -5.6992889753547316E-01,  2.0702934483278682E-01,  3.9292874152846276E-02,  5.5686378011875470E-01,  6.2825380495374861E-01, -3.0553168034061040E-01,  1.1707849334213909E-02, -4.7290026571585392E-01, -6.7128742199118574E-01,  3.9513260885743040E-01, -5.5830460732824980E-02,  3.7822233054085924E-01
  3.1000000000000001E+00,  9.3490515542680355E-02,  2.4592208714760194E-01, -2.7719852791006611E-01, -8.8357573869603701E-01, -5.0168474232788218E-01,  7.9478743342694586E-02,  1.1174408954821086E-01,  6.1774160980663007E-01,  6.3658186806932271E-01, -2.7325718133608023E-01,  3.1231615192944245E-02, -4.3373547870465112E-01, -6.9996760483163023E-01,  4.2838412755566091E-01, -1.2720452800767498E-01,  2.2245512959730898E-01,  6.9744002969141916E-01, -5.3791388890143099E-01,  1.9677186668401264E-01,  6.5750120945438110E-03, -6.2668500366596336E-01,  5.8713347129688043E-01, -2.4150427117757811E-01, -2.3158100154254341E-01
  3.1500000000000004E+00,  1.3870767045883090E-01,  2.7562587279512452E-01, -2.6106754354444406E-01, -8.5064576212105636E-01, -5.7371628967940291E-01,  1.6248618437304871E-01,  1.6971619589418122E-02,  4.9273457610620158E-01,  7.0469062035199914E-01, -4.0740293708747854E-01,  1.5938720714208263E-01, -1.6055702115768772E-01, -6.6674780469756900E-01,  5.3777169261855995E-01, -2.5682769174411446E-01, -1.8544754961021251E-01,  4.8638998082597712E-01, -5.3577753688848606E-01,  2.8906571083569815E-01,  4.8233097883913162E-01, -2.0000370334192433E-01,  3.9801748376014001E-01, -2.6022140994964182E-01, -6.6678088598786145E-01
  3.2000000000000002E+00,  1.8498935191124369E-01,  3.0788258805960800E-01, -2.4614116229603322E-01, -8.0712235371396313E-01, -6.2803832944178761E-01,  2.3742885560988897E-01, -7.7265865127227176E-02,  3.3287232284612028E-01,  6.9704039222325687E-01, -4.8910460175594578E-01,  2.6378799612453974E-01,  1.4129128546098038E-01, -4.7789240170818353E-01,  5.0663332530837879E-01, -3.1222121323591540E-01, -5.3140681754517161E-01,  7.9881318360128656E-02, -3.0007003498838442E-01,  2.4515339901019739E-01,  7.0487118319681941E-01,  3.4860459286329781E-01, -4.9454020868662553E-02, -9.9071214328596530E-02, -5.9965562728351252E-01
  3.2500000000000000E+00,  2.3223683701601322E-01,  3.4244528368359628E-01, -2.3225385179533964E-01, -7.5274262251849255E-01, -6.6247475692124347E-01,  3.0103669567414554E-01, -1.6595330829797472E-01,  1.5003429965625523E-01,  6.1449585511557170E-01, -5.0793187236196702E-01,  3.2906698001632839E-01,  4.1732954046121651E-01, -1.7741208520420490E-01,  3.4309525735678553E-01, -2.7742439211923259E-01, -7.0048524788870503E-01, -3.5868468342368837E-01,  6.6446171013382363E-02,  8.5741497606553516E-02,  5.5749367541203632E-01,  6.8460385306330396E-01, -4.6482942450411868E-01,  1.3055896391041014E-01, -8.0806981694869495E-02
  3.3000000000000003E+00,  2.8035333726957390E-01,  3.7907436727423566E-01, -2.1925564228415007E-01, -6.8748576099725245E-01, -6.7543410039117091E-01,  3.5046416985001538E-01, -2.4429505661695969E-01, -4.2024525745441105E-02,  4.6615572155037249E-01, -4.6159817705690404E-01,  3.4565988079027765E-01,  6.1772488806767700E-01,  1.6460215076229334E-01,  8.9844388165701852E-02, -1.6248643910944913E-01, -6.3650106689232777E-01, -6.5299289851779507E-01,  4.0398542498023415E-01, -1.1406423230941637E-01,  1.1756681658036111E-01,  6.0310260641658542E-01, -5.7849315197824591E-01,  2.6995926481977522E-01,  4.9892240252658793E-01
  3.3500000000000001E+00,  3.2924449200398198E-01,  4.1753842719737772E-01, -2.0701124760945383E-01, -6.1155669701383186E-01, -6.6594149936999136E-01,  3.8340405934414773E-01, -3.0796744965010059E-01, -2.2870276214640020E-01,  2.6837811834604502E-01, -3.5627453363285533E-01,  3.1124157098197047E-01,  7.0637371186954634E-01,  4.6837819142269088E-01, -1.8702828759065440E-01, -5.6765529658951036E-04, -3.6072440523650717E-01, -6.8470518553428883E-01,  5.6538865173032049E-01, -2.6013204251502553E-01, -3.8404655297417473E-01,  1.5381268901597209E-01, -3.1666964585289387E-01,  2.2278417990708882E-01,  7.0284141203937600E-01
  3.4000000000000004E+00,  3.7881887092551547E-01,  4.5761510581902731E-01, -1.9539924254706850E-01, -5.2536648737346126E-01, -6.3365068026042715E-01,  3.9817585416888340E-01, -3.5334190235042789E-01, -3.9563344315138871E-01,  4.3029106370912944E-02, -2.0581868948991280E-01,  2.3109158927258724E-01,  6.6749544644177605E-01,  6.6312883228170527E-01, -4.1530461534906132E-01,  1.6163619772499918E-01,  3.5197723988248573E-02, -4.4103252414921290E-01,  4.8026639129777221E-01, -2.8364093303121357E-01, -6.8411359082868162E-01, -3.8926035109660839E-01,  1.5068819452227200E-01,  2.1639680693751297E-02,  3.7734768764414911E-01
  3.4500000000000002E+00,  4.2898848475176482E-01,  4.9909201657505659E-01, -1.8431128789873236E-01, -4.2950951354302846E-01, -5.7883501891875078E-01,  3.9378461777016288E-01, -3.7766616090645266E-01, -5.2973442928053605E-01, -1.8485240458029428E-01, -3.0022355860160690E-02,  1.1733767552507857E-01,  5.0855055717430531E-01,  7.0363151920801348E-01, -5.3552815574761903E-01,  2.7738383586043847E-01,  4.1973586871027302E-01, -1.9859912660705189E-02,  1.8566973471255308E-01, -1.7349274159100550E-01, -6.2514007345792200E-01, -6.9490695169090755E-01,  5.2020875257958010E-01, -1.9445071907454056E-01, -2.3236882395141345E-01
  3.5000000000000000E+00,  4.7966930299271227E-01,  5.4176769956604387E-01, -1.7365139568256338E-01, -3.2473760197467377E-01, -5.0235736470785841E-01,  3.6994731220361021E-01, -3.7919339022104620E-01, -6.2014747119940283E-01, -3.8971501630815625E-01,  1.4789264702323951E-01, -1.2806437379089434E-02,  2.5896386795985593E-01,  5.8085911574987292E-01, -5.1657873114428854E-01,  3.1340267573442587E-01,  6.6525872996415669E-01,  4.0964370081008611E-01, -1.9008762898727857E-01,  1.8472164967281046E-02, -2.3798612690283691E-01, -5.7668029353375028E-01,  5.5200549277006183E-01, -2.7612599300988672E-01, -6.6700964446068833E-01
  3.5500000000000003E+00,  5.3078177795754455E-01,  5.8545261061250697E-01, -1.6333522756409813E-01, -2.1193124641214700E-01, -4.0561887715997647E-01,  3.2708479853573025E-01, -3.5725124489864896E-01, -6.5899225906379610E-01, -5.4818463688332875E-01,  3.0419968169091088E-01, -1.3954205580214860E-01, -3.5100902792556080E-02,  3.2419438217021418E-01, -3.6387717904559719E-01,  2.5953369036348550E-01,  6.9055719570624463E-01,  6.7510918223988303E-01, -4.8341622543394075E-01,  2.0191878625910448E-01,  2.7437528759458468E-01, -1.0656239461680461E-01,  2.2535884636461076E-01, -1.6690611801565597E-01, -5.9911755312046233E-01
  3.6000000000000001E+00,  5.8225137411008920E-01,  6.2997013896645226E-01, -1.5328942045579849E-01, -9.2068156743088311E-02, -2.9048767474570736E-01,  2.6627899993176413E-01, -3.1224593643583393E-01, -6.4187428319125506E-01, -6.4148176289162506E-01,  4.1762720241176898E-01, -2.4334652441049970E-01, -3.1894677454711384E-01, -5.2634743042897824E-03, -1.1809826453666306E-01,  1.3173557920070611E-01,  4.8800091280131558E-01,  6.7040192490786299E-01, -5.6686438690713181E-01,  2.9061847919901168E-01,  6.4346281410381978E-01,  4.2901235626496492E-01, -2.4789369488336160E-01,  5.7796992129709623E-02, -7.9684739098722632E-02
  3.6500000000000004E+00,  6.3400910194283111E-01,  6.7515764915990439E-01, -1.4345093394927907E-01,  3.3810602495167992E-02, -1.5920859586217134E-01,  1.8919597310422048E-01, -2.4559936624823661E-01, -5.6810207140416391E-01, -6.5728994556073628E-01,  4.7195797043961213E-01, -3.0775838361174696E-01, -5.3900970435134643E-01, -3.2869504903405644E-01,  1.5523691841693299E-01, -3.2397040824967194E-02,  1.2635086610679844E-01,  3.9854934036976336E-01, -4.0487465744310674E-01,  2.4316349240472263E-01,  6.7637428133707811E-01,  7.0401164464992572E-01, -5.6099337664374371E-01,  2.4285709786567092E-01,  5.0038512784834199E-01
  3.7000000000000002E+00,  6.8599205559157239E-01,  7.2086754277960174E-01, -1.3376641493816410E-01,  1.6463659174548767E-01, -1.4295806199171736E-02,  9.7976815025043226E-02, -1.5962046186902545E-01, -4.4058896107384526E-01, -5.9085330176170658E-01,  4.5791301469678308E-01, -3.2165681793640644E-01, -6.5218453994916903E-01, -5.6752278183860450E-01,  3.8251173376666436E-01, -1.8427009803791536E-01, -2.7161037156360934E-01, -2.8987250594049521E-02, -6.9669710042452371E-02,  8.2664621891765169E-02,  3.5744662455533976E-01,  5.5202512304339968E-01, -5.1168210871312614E-01,  2.6078304936475882E-01,  7.0504182110653302E-01
  3.7500000000000000E+00,  7.3814395347106521E-01,  7.6696833629078998E-01, -1.2419157544185935E-01,  2.9935178304693422E-01,  1.4158966348872873E-01, -4.9006250404070818E-03, -5.7314741222047862E-02, -2.6543537121467659E-01, -4.4515712462928719E-01,  3.7404974689560500E-01, -2.8067267274262236E-01, -6.3304642085580543E-01, -6.6103308911103398E-01,  5.0063394694470398E-01, -2.7794606527820298E-01, -5.6901797436219548E-01, -4.3619284490373428E-01,  2.8947614452330250E-01, -1.1374873915347757E-01, -1.4260173346915897E-01,  6.8625782126393503E-02, -1.3419268246947361E-01,  1.0015325599701644E-01,  3.8231613504521095E-01
  3.8000000000000003E+00,  7.9041568127515371E-01,  8.1334575139190624E-01, -1.1469058025273941E-01,  4.3694783434870538E-01,  3.0577511548343123E-01, -1.1678541069717044E-01,  5.7861350410158587E-02, -5.1207783572868426E-02, -2.3013475086440704E-01,  2.2651889785513102E-01, -1.8748551129409660E-01, -4.7754621609173864E-01, -5.7936339984195984E-01,  4.7249561545318125E-01, -2.8276575477787264E-01, -6.5884004098429683E-01, -6.5148736534054763E-01,  5.0982935823454190E-01, -2.5048231268095839E-01, -5.5431210281927967E-01, -4.4495442015476766E-01,  3.2135143290221030E-01, -1.2573448025610204E-01, -2.1932098917261461E-01
  3.8500000000000001E+00,  8.4276583675451278E-01,  8.5990381476659328E-01, -1.0523544160211047E-01,  5.7650653543815855E-01,  4.7572164990324722E-01, -2.3503814397713774E-01,  1.8229281056204302E-01,  1.9205148036637681E-01,  3.9064997423085751E-02,  2.7655040303798638E-02, -5.0909281701931743E-02, -2.0233841380753792E-01, -3.2852943326958772E-01,  2.9495678218809063E-01, -1.9109958134340471E-01, -4.9660396672191742E-01, -5.7331992900519479E-01,  4.8323583149558136E-01, -2.5693801006516437E-01, -6.4680867627814986E-01, -6.6115584959046270E-01,  5.4757625363938200E-01, -2.5538541735568543E-01, -6.3349060220534814E-01
  3.9000000000000004E+00,  8.9516127575977666E-01,  9.0656596451025062E-01, -9.5805418574439707E-02,  7.1724112439377807E-01,  6.4917741771011017E-01, -3.5723182881459270E-01,  3.1253536315415609E-01,  4.5403579891678009E-01,  3.4463378888869850E-01, -2.0649864526092279E-01,  1.1617640542581287E-01,  1.6039969472929591E-01,  5.4155426925978099E-02, -3.1987712662792361E-03, -1.8658075404596016E-02, -1.1004331149469475E-01, -2.0453638294172904E-01,  1.9758201076673823E-01, -1.1760683381675748E-01, -3.4040851001017058E-01, -4.1609967771422152E-01,  3.7086402296970661E-01, -1.8652327067230631E-01, -5.1584560328031792E-01
  3.9500000000000002E+00,  9.4757765911840675E-01,  9.5327616094493972E-01, -8.6386419495200067E-02,  8.5853820061186403E-01,  8.2433630985873541E-01, -4.8136427564135820E-01,  4.4567142369490081E-01,  7.2555101682157219E-01,  6.6930608721738605E-01, -4.5952851038057974E-01,  2.9985836512844066E-01,  5.7212186497510753E-01,  5.1397041850310154E-01, -3.7358396666824784E-01,  2.0330156756890747E-01,  4.1935262050700711E-01,  3.6108136945188629E-01, -2.6906873014866339E-01,  1.2699921866300595E-01,  2.6947848889151038E-01,  2.1221880025953282E-01, -1.5544518558360143E-01,  6.3120739867148820E-02,  1.2443508601103961E-01
  4.0000000000000000E+00,  1.0000000000000000E+00,  1.0000000000000000E+00, -7.6970405975588546E-02,  1.0000000000000000E+00,  1.0000000000000000E+00, -6.0607773659308040E-01,  5.7968301780098019E-01,  1.0000000000000000E+00,  1.0000000000000000E+00, -7.1858797857844081E-01,  4.8890618824447540E-01,  1.0000000000000000E+00,  1.0000000000000000E+00, -7.6889858801336619E-01,  4.4261160923272796E-01,  1.0000000000000000E+00,  1.0000000000000000E+00, -8.0434716302040332E-01,  4.1227364376041764E-01,  1.0000000000000000E+00,  1.0000000000000000E+00, -8.3034095111519912E-01,  3.9139092212759519E-01,  1.0000000000000000E+00
